Title,English Name,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
Sousou no Frieren,Frieren: Beyond Journey's End,TV,28.0,"Adventure, Drama, Fantasy",1.0,2023-2023,"Crunchyroll, Netflix, Aniplus TV, Bahamut Anime Crazy, Bilibili Global, CatchPlay, MeWatch, Muse Asia, iQIYI",9.11
Attack on Titan,,,,,,2013-2013,,9.1
Gintama: THE FINAL,,Movie,1.0,"Action, Comedy, Drama, Sci-Fi",,2021-2021,,9.1
Gintama°,Gintama Season 4,TV,51.0,"Action, Comedy, Sci-Fi, Drama",4.0,2015-2015,Crunchyroll,9.1
Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,TV,64.0,"Action, Adventure, Drama, Fantasy",2.0,2009-2009,Crunchyroll,9.09
Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,TV,10.0,"Action, Drama, Suspense",5.0,2019-2019,"Crunchyroll, Netflix, Shahid",9.05
Gintama: The Final,Gintama: The Very Final,Movie,1.0,"Action, Comedy, Drama, Sci-Fi",6.0,2021-2021,"Crunchyroll, Shahid",9.04
Hunter x Hunter (2011),Hunter x Hunter,TV,148.0,"Action, Adventure, Fantasy",8.0,2011-2011,"Crunchyroll, Netflix, Shahid",9.03
Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,TV,13.0,"Action, Adventure, Fantasy",12.0,2022-2022,"Disney+, Bahamut Anime Crazy, Bilibili Global, Hulu, Shahid",9.01
Bleach: Thousand-Year Blood War,,,,,,2022-2022,,9.0
Legend of the Galactic Heroes,,,,,,1988-1988,,9.0
Fruits Basket: The Final,Fruits Basket: The Final Season,TV,13.0,"Drama, Romance, Supernatural, Comedy, Psychological, Slice of Life",15.0,2021-2021,"Crunchyroll, Bahamut Anime Crazy, Starzplay, iQIYI",9.0
Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,,TV,64.0,"Action, Adventure, Drama, Fantasy",,2009-2009,,9.0
Clannad: After Story,Clannad: After Story,TV,24.0,"Drama, Romance, Supernatural",16.0,2008-2008,Shahid,8.93
Gintama',Gintama Season 2,TV,51.0,"Action, Comedy, Sci-Fi, Drama",7.0,2011-2011,Crunchyroll,8.91
Gintama': Enchousen,Gintama: Enchousen,TV,13.0,"Action, Comedy, Sci-Fi, Drama",10.0,2012-2012,Crunchyroll,8.91
3-gatsu no Lion 2nd Season,March Comes In Like a Lion 2nd Season,TV,22.0,,19.0,2017-2017,"Crunchyroll, Netflix",8.91
HUNTER×HUNTER (2011),,TV,148.0,"Action, Adventure, Fantasy",,2014-2014,,8.9
Silver Fang,,,,,,1986-1986,,8.9
3-gatsu no Lion 2,,TV,22.0,"Drama, Slice of Life",,2017-2017,,8.9
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,Movie,1.0,"Action, Comedy, Sci-Fi",21.0,2013-2013,,8.9
Frieren: Beyond Journey's End,,,,,,2023-2023,,8.9
Shingeki no Kyojin 3 Part 2,,TV,10.0,"Action, Drama, Fantasy, Mystery",,2019-2019,,8.9
Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,TV,13.0,"Comedy, Romance, Psychological, Slice of Life",13.0,2022-2022,"Crunchyroll, Animax Korea, Animax Mongolia, Bilibili Global, Laftel, iQIYI",8.9
Owarimonogatari (Ge),,TV,7.0,"Comedy, Mystery, Psychological, Romance, Supernatural",,2017-2017,,8.9
Steins;Gate,Steins;Gate,TV,24.0,"Drama, Sci-Fi, Suspense, Psychological, Thriller",3.0,2011-2011,"Crunchyroll, Netflix",8.9
Monogatari Series: Off & Monster Season,Monogatari Series: Off & Monster Season,ONA,,"Comedy, Mystery, Supernatural, Drama",11.0,2024-2024,Crunchyroll,8.88
Shingeki no Kyojin: The Final Season - Kanketsu-hen,Attack on Titan: Final Season - The Final Chapters,TV,2.0,"Action, Drama, Suspense",25.0,2023-2023,,8.88
Owarimonogatari 2nd Season,Owarimonogatari Second Season,TV,7.0,"Comedy, Mystery, Supernatural",26.0,2017-2017,,8.87
One Piece,One Piece,TV,,"Action, Adventure, Fantasy",54.0,1999-1999,"Crunchyroll, Netflix, Shahid",8.86
Gintama.,Gintama Season 5,TV,12.0,"Action, Comedy, Sci-Fi, Drama",14.0,2017-2017,Crunchyroll,8.81
Koe no Katachi,A Silent Voice,Movie,1.0,"Award Winning, Drama, Romance, Slice of Life",18.0,2016-2016,Netflix,8.81
Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,OVA,110.0,"Drama, Sci-Fi",9.0,1988-1988,,8.81
Vinland Saga Season 2,Vinland Saga Season 2,TV,24.0,"Action, Adventure, Drama",30.0,2023-2023,"Crunchyroll, Netflix",8.81
VINLAND SAGA SEASON 2,,TV,24.0,"Action, Adventure, Drama",,2023-2023,,8.8
ONE PIECE,,TV,1.0,"Action, Adventure, Comedy, Drama, Fantasy",,2024-2024,,8.8
MONSTER,,TV,74.0,"Drama, Horror, Mystery, Psychological, Thriller",,2004-2004,,8.8
Mob Psycho 100 II,Mob Psycho 100 II,TV,13.0,"Action, Comedy, Supernatural, Drama, Psychological, Slice of Life",34.0,2019-2019,Crunchyroll,8.8
BLEACH: Sennen Kessen-hen,,TV,13.0,"Action, Adventure, Supernatural",,2022-2022,,8.8
Ashita no Joe 2,Tomorrow's Joe 2,TV,47.0,"Drama, Sports, Action, Slice of Life",52.0,1980-1980,,8.8
Kusuriya no Hitorigoto,The Apothecary Diaries,TV,24.0,"Drama, Mystery",22.0,2023-2023,"Crunchyroll, Netflix",8.8
Monogatari Series: Second Season,Monogatari Series: Second Season,TV,26.0,"Comedy, Mystery, Romance, Supernatural, Drama, Psychological",42.0,2013-2013,Crunchyroll,8.8
Monster,Monster,TV,74.0,"Drama, Mystery, Suspense",23.0,2004-2004,,8.79
Vinland Saga,,TV,24.0,"Action, Adventure, Drama",44.0,2019-2019,Crunchyroll,8.78
Hajime no Ippo,Fighting Spirit,TV,75.0,,39.0,2000-2000,Crunchyroll,8.77
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,TV,10.0,,38.0,2016-2016,"Crunchyroll, HIDIVE",8.77
Death Note,Death Note,TV,37.0,"Supernatural, Suspense",84.0,2006-2006,"Crunchyroll, Netflix, Shahid",8.76
The First Slam Dunk,,Movie,1.0,"Award Winning, Sports",45.0,2022-2022,,8.75
Mushishi Zoku Shou 2nd Season,Mushi-shi: Next Passage Part 2,TV,10.0,"Adventure, Mystery, Slice of Life, Supernatural",53.0,2014-2014,Crunchyroll,8.72
Hunter x Hunter,,TV,6.0,,,1999-1999,,8.71
Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,TV,25.0,"Action, Award Winning, Drama, Sci-Fi, Mecha, Thriller",20.0,2008-2008,"Crunchyroll, Netflix",8.71
86 Part 2,86 Eighty-Six Part 2,TV,12.0,"Action, Drama, Sci-Fi",58.0,2021-2021,Crunchyroll,8.71
Violet Evergarden Movie,Violet Evergarden: The Movie,Movie,1.0,"Award Winning, Drama, Fantasy, Slice of Life",27.0,2020-2020,Netflix,8.71
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,Gintama.: Silver Soul Arc - Second Half War,TV,14.0,"Action, Comedy, Sci-Fi, Drama",24.0,2018-2018,Crunchyroll,8.71
Kizumonogatari III: Reiketsu-hen,Kizumonogatari Part 3: Cold-Blooded,Movie,1.0,"Action, Mystery, Supernatural, Drama, Ecchi, Psychological",35.0,2017-2017,,8.7
Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,,Special,1.0,"Action, Drama, Fantasy, Mystery, Psychological",,2023-2023,,8.7
Naruto: Shippuden,,,,,,2007-2007,,8.7
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,,TV,10.0,"Comedy, Drama, Sports",,2016-2016,,8.7
VINLAND SAGA,,TV,24.0,"Action, Adventure, Drama",,2019-2019,,8.7
Gintama: Kanketsu-hen - Yorozuya yo Eien Nare,,Movie,1.0,"Action, Comedy, Sci-Fi",,2013-2013,,8.7
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Kaguya-sama: Love is War -The First Kiss That Never Ends-,TV,1.0,"Comedy, Drama, Romance, Psychological, Slice of Life",41.0,2022-2022,Crunchyroll,8.7
Berserk,,,,,,1997-1997,,8.7
Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,TV,23.0,"Action, Fantasy, Drama, Supernatural",33.0,2023-2023,"Crunchyroll, Netflix, Ani-One Asia, Bahamut Anime Crazy, Bilibili Global",8.7
Code Geass,,,,,,2006-2006,,8.7
Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,,Special,1.0,"Action, Drama, Fantasy, Psychological, Romance",,2023-2023,,8.7
Haikyu!!,,,,,,2014-2014,,8.7
CLANNAD: After Story,,TV,24.0,"Drama, Romance, Slice of Life, Supernatural",,2008-2008,,8.7
Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,TV,13.0,"Comedy, Romance, Slice of Life",31.0,2024-2024,"HIDIVE, Akiba Pass TV, Anime Digital Network, Aniplus Asia, Aniplus TV, Bilibili Global",8.7
Bocchi the Rock!,Bocchi the Rock!,TV,12.0,"Comedy, Music, Slice of Life",37.0,2022-2022,"Crunchyroll, Aniplus Asia, Bahamut Anime Crazy, Bilibili Global",8.7
THE FIRST SLAM DUNK,,Movie,1.0,Sports,,2022-2022,,8.7
Mob Psycho 100 III,Mob Psycho 100 III,TV,12.0,"Action, Comedy, Supernatural, Drama, Psychological, Slice of Life",56.0,2022-2022,"Crunchyroll, Netflix, Bahamut Anime Crazy, Bilibili, Bilibili Global, Laftel",8.7
Hibike! Euphonium 3,Sound! Euphonium 3,TV,13.0,"Drama, Music, Slice of Life",47.0,2024-2024,Crunchyroll,8.7
Great Teacher Onizuka,Great Teacher Onizuka,TV,43.0,,63.0,1999-1999,"Crunchyroll, Netflix",8.69
Bleach: Sennen Kessen-hen - Ketsubetsu-tan,Bleach: Thousand-Year Blood War - The Separation,TV,13.0,"Action, Adventure, Fantasy",62.0,2023-2023,"Disney+, Ani-One Asia, Bahamut Anime Crazy, Bilibili Global, CatchPlay, Hulu",8.69
Shoujo☆Kageki Revue Starlight Movie,,Movie,1.0,"Action, Drama, Music, Psychological",,2021-2021,,8.69
Mo Dao Zu Shi: Wanjie Pian,The Founder of Diabolism Season 3,ONA,12.0,"Action, Adventure, Drama, Fantasy, Mystery",64.0,2021-2021,,8.68
Tian Guan Cifu Er,Heaven Official's Blessing Season 2,ONA,12.0,"Action, Adventure, Drama, Fantasy",66.0,2023-2023,Crunchyroll,8.67
Mononoke Hime,Princess Mononoke,Movie,1.0,"Action, Adventure, Award Winning, Fantasy",70.0,1997-1997,Netflix,8.66
Haikyuu!! Movie: Gomisuteba no Kessen,Haikyu!! Movie: The Dumpster Battle,Movie,1.0,,69.0,2024-2024,,8.66
Fate/stay night Movie: Heaven's Feel - III. Spring Song,Fate/stay night: Heaven's Feel - III. Spring Song,Movie,1.0,"Action, Fantasy, Supernatural",74.0,2020-2020,Netflix,8.65
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War?,TV,12.0,,79.0,2020-2020,Crunchyroll,8.63
Shingeki no Kyojin Season 3,Attack on Titan Season 3,TV,12.0,"Action, Drama, Suspense",81.0,2018-2018,"Crunchyroll, Netflix, Shahid",8.63
Ping Pong the Animation,Ping Pong the Animation,TV,11.0,"Award Winning, Drama, Sports",87.0,2014-2014,Crunchyroll,8.62
"""Oshi no Ko""",[Oshi No Ko],TV,11.0,"Award Winning, Drama, Supernatural",83.0,2023-2023,"HIDIVE, Akiba Pass TV, Ani-One Asia, Anime Digital Network, Aniplus TV",8.62
Haikyuu!! Second Season,Haikyu!! 2nd Season,TV,25.0,,85.0,2015-2015,Crunchyroll,8.62
Cowboy Bebop,Cowboy Bebop,TV,26.0,"Action, Award Winning, Sci-Fi, Adventure, Drama",46.0,1998-1998,"Crunchyroll, Netflix, Tubi TV",8.62
Shingeki no Kyojin: The Final Season Part 2,Attack on Titan: Final Season Part 2,TV,12.0,"Action, Drama, Suspense, Fantasy, Mystery, Psychological",43.0,2022-2022,"Crunchyroll, AIS Play, Aniplus Asia, Aniplus TV, Bahamut Anime Crazy, Bilibili, CatchPlay, Hulu, Laftel, MeWatch, iQIYI",8.61
Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,TV,11.0,"Action, Fantasy, Adventure, Supernatural",48.0,2021-2021,"Crunchyroll, Netflix, Bilibili, Bilibili Global, CatchPlay, Hulu, MeWatch, Starzplay, TrueID, Viu, WeTV, iQIYI",8.61
Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,TV,16.0,"Action, Drama, Suspense, Fantasy, Mystery",36.0,2020-2020,"Crunchyroll, Netflix",8.61
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Made in Abyss: Dawn of the Deep Soul,Movie,1.0,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",88.0,2020-2020,,8.61
Sen to Chihiro no Kamikakushi,Spirited Away,Movie,1.0,"Adventure, Award Winning, Supernatural, Drama, Fantasy",40.0,2001-2001,Netflix,8.61
Gintama.: Shirogane no Tamashii-hen,Gintama.: Silver Soul Arc,TV,12.0,"Action, Comedy, Sci-Fi, Drama",32.0,2018-2018,Crunchyroll,8.61
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,TV,12.0,Drama,57.0,2017-2017,Crunchyroll,8.61
Shiguang Dailiren,Link Click,ONA,11.0,"Drama, Mystery, Supernatural, Suspense, Thriller",51.0,2021-2021,Crunchyroll,8.61
Shiguang Dailiren II,Link Click Season 2,ONA,12.0,"Drama, Mystery, Supernatural, Suspense, Thriller",80.0,2023-2023,"Crunchyroll, Bilibili Global",8.6
Modao Zushi 3,,ONA,12.0,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",,2021-2021,,8.6
Idol,,Music,1.0,Psychological,,2023-2023,,8.6
Kaguya-sama wa Kokurasetai?: Tensaitachi no Renai Zunousen,,TV,12.0,"Comedy, Psychological, Romance, Slice of Life",,2020-2020,,8.6
Mushishi Zoku Shou,Mushi-shi: Next Passage Part 1,TV,10.0,"Adventure, Mystery, Slice of Life, Supernatural, Fantasy, Psychological",61.0,2014-2014,Crunchyroll,8.6
Hajime no Ippo: THE FIGHTING!,,TV,75.0,"Comedy, Drama, Sports",,2002-2002,,8.6
The Apothecary Diaries,,,,,,2023-2023,,8.6
Haikyuu!! 2nd Season,,TV,25.0,"Comedy, Drama, Sports",,2015-2015,,8.6
Suzumiya Haruhi no Shoushitsu,The Disappearance of Haruhi Suzumiya,Movie,1.0,"Award Winning, Mystery, Sci-Fi, Supernatural, Drama",93.0,2010-2010,Netflix,8.6
Demon Slayer: Kimetsu no Yaiba,,,,,,2019-2019,,8.6
Tian Guan Ci Fu 2,,ONA,12.0,"Adventure, Drama, Fantasy, Romance",,2023-2023,,8.6
Dandadan,,,,,,2024-2024,,8.6
Mushishi Zoku Shou 2,,TV,10.0,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",,2014-2014,,8.6
BLEACH: Sennen Kessen-hen - Ketsubetsu-tan,,TV,13.0,"Action, Adventure, Supernatural",,2023-2023,,8.6
ARIA The ORIGINATION,,TV,13.0,"Fantasy, Sci-Fi, Slice of Life",,2008-2008,,8.6
86: Eighty Six Part 2,,TV,12.0,"Action, Drama, Mecha, Sci-Fi",,2021-2021,,8.6
Kimi ni Todoke 3rd Season,Kimi ni Todoke: From Me to You Season 3,ONA,5.0,"Drama, Romance",94.0,2024-2024,Netflix,8.6
Haikyuu!!: Gomi Suteba no Kessen,,Movie,1.0,"Comedy, Drama, Sports",,2024-2024,,8.6
Mushishi Zoku Shou: Suzu no Shizuku,,Movie,1.0,"Adventure, Mystery, Slice of Life, Supernatural",96.0,2015-2015,,8.59
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,,Movie,1.0,,,2009-2009,,8.58
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,,TV,3.0,,,2018-2018,,8.58
Kimetsu no Yaiba Movie: Mugen Ressha-hen,,Movie,1.0,,,2020-2020,,8.57
Doupo Cangqiong: San Nian Zhi Yue,,ONA,1.0,,,2021-2021,,8.56
"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",,Movie,1.0,,,1997-1997,,8.55
Haikyuu!! To the Top Part 2,,TV,1.0,,,2020-2020,,8.55
Slam Dunk,,TV,1.0,,,1993-1993,,8.55
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,,ONA,1.0,,,2022-2022,,8.54
Fruits Basket 2nd Season,,TV,2.0,,,2020-2020,,8.54
"""Oshi no Ko"" 2nd Season",,TV,1.0,,,2024-2024,,8.54
Gintama,Gintama,TV,201.0,"Action, Comedy, Sci-Fi, Drama",17.0,2006-2006,"Crunchyroll, Netflix",8.53
Nana,,TV,4.0,,,2006-2006,,8.53
Gintama Movie 1: Shinyaku Benizakura-hen,,Movie,1.0,,,2010-2010,,8.52
Shingeki no Kyojin Season 2,,TV,1.0,,,2017-2017,,8.52
Bakuman. 3rd Season,,TV,2.0,,,2012-2012,,8.52
Kingdom 3rd Season,Kingdom: Season 3,TV,26.0,Action,29.0,2020-2020,"Crunchyroll, Anime Digital Network, Aniplus Asia, Aniplus TV, Bahamut Anime Crazy, Starzplay",8.52
Kimi no Na wa.,Your Name.,Movie,1.0,"Award Winning, Drama, Supernatural, Romance",28.0,2016-2016,Netflix,8.52
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,TV,12.0,"Adventure, Drama, Fantasy, Ecchi",73.0,2021-2021,Crunchyroll,8.51
Dungeon Meshi,Delicious in Dungeon,TV,24.0,"Adventure, Comedy, Fantasy, Gourmet",90.0,2024-2024,Netflix,8.51
Kara no Kyoukai Movie 5: Mujun Rasen,,Movie,1.0,,,2008-2008,,8.51
Tengen Toppa Gurren Lagann,Gurren Lagann,TV,27.0,"Action, Adventure, Award Winning, Sci-Fi, Comedy, Drama, Mecha, Romance",82.0,2007-2007,"Crunchyroll, Netflix",8.51
Hajime no Ippo: New Challenger,Fighting Spirit: New Challenger,TV,26.0,"Comedy, Drama, Sports",67.0,2009-2009,,8.51
Made in Abyss: Retsujitsu no Ougonkyou,Made in Abyss: The Golden City of the Scorching Sun,TV,12.0,"Adventure, Drama, Fantasy, Mystery, Sci-Fi, Horror",86.0,2022-2022,"Crunchyroll, Disney+, HIDIVE, Animax Korea, Bahamut Anime Crazy, Bilibili Global, CatchPlay, MeWatch, Muse Asia, Pops, ProSieben MAXX, Selecta Visión, Sushiroll, Upstream",8.51
Made in Abyss,Made in Abyss,TV,13.0,"Adventure, Drama, Fantasy, Mystery, Sci-Fi, Horror",77.0,2017-2017,"Crunchyroll, HIDIVE, Netflix",8.51
Jujutsu Kaisen,,TV,2.0,"Action, Drama, Supernatural",,2020-2020,,8.51
Bungou Stray Dogs 5th Season,Bungo Stray Dogs 5,TV,11.0,"Action, Mystery, Supernatural, Comedy",75.0,2023-2023,Crunchyroll,8.51
Odd Taxi,Odd Taxi,TV,13.0,"Award Winning, Drama, Mystery, Suspense, Psychological, Thriller",71.0,2021-2021,"Crunchyroll, Bahamut Anime Crazy",8.51
Natsume Yuujinchou Shi,Natsume's Book of Friends Season 4,TV,13.0,"Slice of Life, Supernatural, Drama, Fantasy",78.0,2012-2012,Crunchyroll,8.51
Natsume Yuujinchou Roku,Natsume's Book of Friends Season 6,TV,11.0,"Slice of Life, Supernatural, Drama, Fantasy",89.0,2017-2017,Crunchyroll,8.51
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,OVA,4.0,"Action, Drama, Romance",60.0,1999-1999,,8.51
Yuru Camp△ Season 2,,TV,1.0,,,2021-2021,,8.51
Mushishi,Mushi-Shi,TV,26.0,"Adventure, Mystery, Slice of Life, Supernatural, Fantasy, Psychological",72.0,2005-2005,"Crunchyroll, Tubi TV",8.51
Tian Guan Cifu Special,,ONA,1.0,,,2021-2021,,8.51
Fruits Basket: 2nd Season,,TV,25.0,"Comedy, Drama, Psychological, Romance, Slice of Life, Supernatural",,2020-2020,,8.5
Robotech,,,,,,1985-1985,,8.5
"Shin Seiki Evangelion Movie: Air / Magokoro wo, Kimi ni",,Movie,1.0,"Action, Drama, Mecha, Psychological, Sci-Fi",,1997-1997,,8.5
[Oshi no Ko],,TV,11.0,"Drama, Mystery, Psychological, Supernatural",,2023-2023,,8.5
Shin Evangelion Movie:||,,Movie,1.0,"Action, Drama, Mecha, Psychological, Sci-Fi",,2021-2021,,8.5
Yojouhan Shinwa Taikei,,TV,1.0,"Comedy, Mystery, Psychological, Romance",,2010-2010,,8.5
Violet Evergarden,Violet Evergarden,TV,13.0,"Drama, Fantasy, Slice of Life",65.0,2018-2018,Netflix,8.5
Neon Genesis Evangelion,,,,,,1995-1995,,8.5
Shingeki no Kyojin 3,,TV,12.0,"Action, Drama, Fantasy, Mystery",,2018-2018,,8.5
Haikyuu!! TO THE TOP 2,,TV,12.0,"Comedy, Drama, Sports",,2020-2020,,8.5
Ghost in the Shell: Stand Alone Complex,,,,,,2002-2002,,8.5
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,,TV,3.0,,,2016-2016,,8.5
Saint Seiya: Knights of the Zodiac,,,,,,1986-1986,,8.5
Fate/stay night [Heaven's Feel] III. spring song,,Movie,1.0,"Action, Drama, Fantasy, Psychological, Supernatural, Thriller",,2020-2020,,8.5
Cyberpunk: Edgerunners,,ONA,10.0,"Action, Sci-Fi, Drama, Psychological",91.0,2022-2022,,8.5
Kimi ni Todoke 3RD SEASON,,ONA,5.0,"Comedy, Drama, Romance, Slice of Life",,2024-2024,,8.5
JoJo's Bizarre Adventure,,,,,,2012-2012,,8.5
Kizumonogatari II: Nekketsu-hen,,Movie,1.0,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural",,2016-2016,,8.5
Ping Pong THE ANIMATION,,TV,11.0,"Drama, Psychological, Sports",,2014-2014,,8.5
Made in Abyss: Fukaki Tamashii no Reimei,,Movie,1.0,"Action, Adventure, Drama, Fantasy, Horror, Mystery, Psychological, Sci-Fi",,2020-2020,,8.5
PERFECT BLUE,,Movie,1.0,"Drama, Horror, Psychological, Thriller",,1998-1998,,8.5
Dragon Ball Z,,TV,2.0,,,1989-1989,,8.49
Ansatsu Kyoushitsu 2nd Season,,TV,2.0,,,2016-2016,,8.48
Aria the Origination,,TV,1.0,,,2008-2008,,8.48
Summertime Render,,TV,2.0,,,2022-2022,,8.48
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,,Movie,1.0,,,2013-2013,,8.48
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,,Movie,1.0,,,2019-2019,,8.48
Rainbow: Nisha Rokubou no Shichinin,,TV,2.0,,,2010-2010,,8.47
Pluto,,ONA,8.0,,,2023-2023,,8.47
Mo Dao Zu Shi,,ONA,1.0,,,2018-2018,,8.46
Mo Dao Zu Shi: Xian Yun Pian,,ONA,8.0,,,2019-2019,,8.46
Gintama: The Semi-Final,,Special,2.0,,,2021-2021,,8.46
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,,Movie,1.0,,,2013-2013,,8.45
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,,TV,2.0,,,2015-2015,,8.44
Jujutsu Kaisen 0 Movie,,Movie,1.0,,,2021-2021,,8.43
Mob Psycho 100,,TV,1.0,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural",,2016-2016,,8.42
Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,TV,25.0,"Action, Award Winning, Drama, Sci-Fi, Mecha, Thriller",59.0,2006-2006,"Crunchyroll, Netflix",8.42
Girls Band Cry,,TV,1.0,,,2024-2024,,8.42
Tian Guan Cifu,,ONA,1.0,,,2020-2020,,8.42
Look Back,,Movie,1.0,"Drama, Slice of Life",55.0,2024-2024,,8.42
Kono Oto Tomare! Part 2,,TV,1.0,,,2019-2019,,8.42
Koukaku Kidoutai: Stand Alone Complex,,TV,2.0,,,2002-2002,,8.42
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,,Movie,1.0,,,2019-2019,,8.42
Kingdom 5th Season,,TV,1.0,Action,,2024-2024,,8.42
Kingdom 4th Season,,TV,2.0,Action,,2022-2022,,8.42
Steins;Gate 0,,TV,2.0,"Drama, Psychological, Sci-Fi, Thriller",,2018-2018,,8.41
Fate/Zero 2nd Season,,TV,1.0,"Action, Drama, Fantasy, Supernatural",,2012-2012,,8.41
Natsume Yuujinchou Go,,TV,1.0,"Drama, Fantasy, Slice of Life, Supernatural",,2016-2016,,8.41
Ousama Ranking,,TV,2.0,"Action, Adventure, Drama, Fantasy",,2021-2021,,8.41
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,,TV,2.0,"Action, Mystery, Psychological, Sci-Fi",,2004-2004,,8.41
Kimi no Suizou wo Tabetai,,Movie,1.0,"Drama, Romance, Slice of Life",,2018-2018,,8.41
Sora yori mo Tooi Basho,,TV,1.0,"Adventure, Comedy, Drama",,2018-2018,,8.41
Kenpuu Denki Berserk,Berserk,TV,25.0,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",95.0,1997-1997,,8.41
Samurai Champloo,,TV,2.0,"Action, Adventure, Comedy",,2004-2004,,8.41
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,,Movie,1.0,"Drama, Psychological, Romance, Supernatural",,2019-2019,,8.41
Shigatsu wa Kimi no Uso,Your Lie in April,TV,22.0,"Drama, Romance, Music, Slice of Life",76.0,2014-2014,"Crunchyroll, Netflix",8.41
Natsume Yuujinchou Movie: Utsusemi ni Musubu,,Movie,1.0,,,2018-2018,,8.41
Shingeki no Kyojin: Kuinaki Sentaku,,OVA,2.0,,,2014-2014,,8.41
Howl no Ugoku Shiro,Howl's Moving Castle,Movie,1.0,"Adventure, Award Winning, Drama, Fantasy, Romance",68.0,2004-2004,Netflix,8.41
Shingeki no Kyojin,,TV,2.0,"Action, Drama, Fantasy, Mystery",,2013-2013,,8.41
Hajime no Ippo: Rising,Fighting Spirit: Rising,TV,25.0,"Comedy, Drama, Sports",92.0,2013-2013,,8.41
Shouwa Genroku Rakugo Shinjuu,,TV,1.0,Drama,,2016-2016,,8.41
Natsume Yuujinchou San,,TV,1.0,"Drama, Fantasy, Slice of Life, Supernatural",,2011-2011,,8.41
Erased,,,,,,2016-2016,,8.4
Your Name.,,,,,,2016-2016,,8.4
Ranking of Kings,,,,,,2021-2021,,8.4
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,,TV,1.0,"Adventure, Drama, Ecchi, Fantasy",,2024-2024,,8.4
Bungou Stray Dogs 4th Season,,TV,1.0,"Action, Comedy, Mystery, Supernatural",,2023-2023,,8.4
Chainsaw Man,,TV,1.0,"Action, Drama, Horror, Supernatural",,2022-2022,,8.4
NANA,,TV,47.0,"Drama, Music, Romance, Slice of Life",,2006-2006,,8.4
Mushishi Tokubetsu-hen: Suzu no Shizuku,,Movie,1.0,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",,2015-2015,,8.4
Mononoke-hime,,Movie,1.0,"Action, Adventure, Drama, Fantasy",,1997-1997,,8.4
Owarimonogatari,,TV,1.0,"Drama, Mystery, Psychological, Supernatural",,2015-2015,,8.4
