Title,English Name,Synonyms,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
Giovanni no Shima,,,Movie,1.0,,,,,7.65
Hai to Gensou no Grimgar,,,TV,1.0,,,,,7.65
Tokyo Revengers: Seiya Kessen-hen,,,TV,1.0,,,,,7.65
Tondemo Skill de Isekai Hourou Meshi,,,TV,1.0,,,,,7.65
Tsuritama,,,TV,1.0,,,,,7.65
Xing Yu Siwan Nian,,,ONA,1.0,,,,,7.65
Shin Mazinger Shougeki! Z-hen,,,TV,2.0,,,,,7.64
Working!!,,,TV,1.0,,,,,7.64
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,,,TV,6.0,,,,,7.64
Jujutsu Kaisen 2nd Season Recaps,,,TV,,,,,,7.64
Kami nomi zo Shiru Sekai,,,TV,1.0,,,,,7.64
Kengan Ashura Season 2,,,ONA,1.0,,,,,7.64
Kidou Senshi Gundam Unicorn RE:0096,,,TV,2.0,,,,,7.64
Machikado Mazoku,,,TV,1.0,,,,,7.64
Minami-ke,,,TV,1.0,,,,,7.64
Minami-ke Tadaima,,,TV,1.0,,,,,7.64
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,,,Special,1.0,,,,,7.64
Pandora Hearts,,,TV,2.0,,,,,7.64
Rokuhou-dou Yotsuiro Biyori,,,TV,1.0,,,,,7.64
5-toubun no Hanayome,,,TV,1.0,,,,,7.64
Aggressive Retsuko (ONA),,,ONA,1.0,,,,,7.64
Arashi no Yoru ni,,,Movie,1.0,,,,,7.64
Chibi Maruko-chan,,,TV,1.0,,,,,7.64
Date A Bullet: Nightmare or Queen,,,Movie,1.0,,,,,7.64
Digimon Tamers,,,TV,5.0,,,,,7.64
Doupo Cangqiong 2nd Season,,,ONA,1.0,,,,,7.64
Doupo Cangqiong Specials,,,ONA,2.0,,,,,7.64
Drifters: Special Edition,,,OVA,1.0,,,,,7.64
Gakuen Alice,,,TV,2.0,,,,,7.64
Gokinjo Monogatari,,,TV,5.0,,,,,7.64
Hachimitsu to Clover Specials,,,Special,2.0,,,,,7.64
Ao Haru Ride,,,TV,1.0,,,,,7.63
Bai Yao Pu 3rd Season,,,ONA,1.0,,,,,7.63
Bokura wa Minna Kawai-sou: Hajimete no,,,Special,1.0,,,,,7.63
Bounen no Xamdou,,,ONA,2.0,,,,,7.63
Cardcaptor Sakura Movie 1,,,Movie,1.0,,,,,7.63
Daa! Daa! Daa!,,,TV,7.0,,,,,7.63
Flip Flappers,,,TV,1.0,,,,,7.63
Genshiken,,,TV,1.0,,,,,7.63
Gensou Mangekyou: The Memories of Phantasm,,,OVA,1.0,,,,,7.63
Hanhua Riji 3rd Season,,,ONA,1.0,,,,,7.63
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,,,Movie,1.0,,,,,7.63
Inuyashiki,,,TV,1.0,,,,,7.63
Sidonia no Kishi,,,TV,1.0,,,,,7.63
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,,,Movie,1.0,,,,,7.63
Sugar Apple Fairy Tale Part 2,,,TV,1.0,,,,,7.63
Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,,,Movie,1.0,,,,,7.63
Tong Ling Fei,,,ONA,1.0,,,,,7.63
Yama no Susume: Next Summit,,,TV,1.0,,,,,7.63
Yowamushi Pedal: New Generation,,,TV,2.0,,,,,7.63
Kimagure Orange☆Road: Ano Hi ni Kaeritai,,,Movie,1.0,,,,,7.63
Layton Kyouju to Eien no Utahime,,,Movie,1.0,,,,,7.63
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,,,ONA,1.0,,,,,7.63
Nanatsu no Taizai,,,TV,2.0,,,,,7.63
Nejimaki Seirei Senki: Tenkyou no Alderamin,,,TV,1.0,,,,,7.63
Nezha Zhi Mo Tong Jiang Shi,,,Movie,1.0,,,,,7.63
Poyopoyo Kansatsu Nikki,,,TV,5.0,,,,,7.63
Psycho-Pass Movie: Providence,,,Movie,1.0,,,,,7.63
Ranma ½ Super,,,OVA,3.0,,,,,7.63
K: Missing Kings,,,Movie,1.0,,,,,7.62
Koyomimonogatari,,,ONA,1.0,,,,,7.62
Kyou kara Maou!,,,TV,7.0,,,,,7.62
Kyoukai no Kanata: Shinonome,,,Special,1.0,,,,,7.62
Lupin III,,,TV,2.0,,,,,7.62
Maria-sama ga Miteru: Haru,,,TV,1.0,,,,,7.62
Mashle,,,TV,1.0,,,,,7.62
Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,,,TV,,,,,,7.62
Orange,,,TV,1.0,,,,,7.62
Osomatsu-san 2nd Season,,,TV,2.0,,,,,7.62
Overlord Movie 1: Fushisha no Ou,,,Movie,1.0,,,,,7.62
Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,,,OVA,1.0,,,,,7.62
Seikai no Monshou,,,TV,1.0,,,,,7.62
Seikai no Senki III,,,OVA,2.0,,,,,7.62
Sekaiichi Hatsukoi,,,TV,1.0,,,,,7.62
Servant x Service,,,TV,1.0,,,,,7.62
Aggressive Retsuko,,,TV,1.0,,,,,7.62
AKB0048: Next Stage,,,TV,1.0,,,,,7.62
Bishoujo Senshi Sailor Moon SuperS,,,TV,3.0,,,,,7.62
Bleach Movie 4: Jigoku-hen,,,Movie,1.0,,,,,7.62
Break Blade Movie 1: Kakusei no Toki,,,Movie,1.0,,,,,7.62
Diamond no Ace: Second Season OVA,,,OVA,2.0,,,,,7.62
Doraemon Movie 07: Nobita to Tetsujin Heidan,,,Movie,1.0,,,,,7.62
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,,,Movie,1.0,,,,,7.62
Doupo Cangqiong: Yuanqi,,,ONA,3.0,,,,,7.62
Free!: FrFr - Short Movie,,,Special,7.0,,,,,7.62
Genshiken OVA,,,OVA,3.0,,,,,7.62
Heion Sedai no Idaten-tachi,,,TV,1.0,,,,,7.62
Hirogaru Sky! Precure,,,TV,5.0,,,,,7.62
Ichigo Mashimaro,,,TV,1.0,,,,,7.62
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,,,TV,4.0,,,,,7.62
Shingeki no Kyojin Season 3 Specials,,,Special,7.0,,,,,7.62
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,,,OVA,2.0,,,,,7.62
Shingeki no Bahamut: Genesis,,,TV,1.0,,,,,7.61
Shinigami Bocchan to Kuro Maid 2nd Season,,,TV,1.0,,,,,7.61
Soukyuu no Fafner: Dead Aggressor - Exodus Part 2,,,TV,1.0,,,,,7.61
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,,,Movie,1.0,,,,,7.61
Tenchi Muyou! Ryououki,,,OVA,6.0,,,,,7.61
Tenchi Muyou! Ryououki 2nd Season,,,OVA,6.0,,,,,7.61
The iDOLM@STER,,,TV,2.0,,,,,7.61
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,,,Movie,1.0,,,,,7.61
Trapp Ikka Monogatari,,,TV,4.0,,,,,7.61
Utawarerumono,,,TV,2.0,,,,,7.61
Juubee Ninpuuchou,,,Movie,1.0,,,,,7.61
K: Seven Stories Movie 5 - Memory of Red - Burn,,,Movie,1.0,,,,,7.61
"Kimi to, Nami ni Noretara",,,Movie,1.0,,,,,7.61
Kishibe Rohan wa Ugokanai,,,OVA,4.0,,,,,7.61
Konnichiwa Anne: Before Green Gables,,,TV,3.0,,,,,7.61
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,,,Movie,1.0,,,,,7.61
Mahou Shoujo Lyrical Nanoha StrikerS,,,TV,2.0,,,,,7.61
Master Keaton,,,TV,2.0,,,,,7.61
Meitantei Conan: Conan vs. Kid - Shark & Jewel,,,Movie,1.0,,,,,7.61
Owari no Seraph: Nagoya Kessen-hen,,,TV,1.0,,,,,7.61
Persona 3 the Movie 2: Midsummer Knight's Dream,,,Movie,1.0,,,,,7.61
Piano no Mori,,,Movie,1.0,,,,,7.61
Princess Principal: Crown Handler Movie 3,,,Movie,1.0,,,,,7.61
Puparia,,,ONA,1.0,,,,,7.61
R.O.D: Read or Die,,,OVA,3.0,,,,,7.61
Rozen Maiden: Träumend,,,TV,1.0,,,,,7.61
Senki Zesshou Symphogear AXZ,,,TV,1.0,,,,,7.61
Blood+,,,TV,5.0,,,,,7.61
D4DJ First Mix,,,TV,1.0,,,,,7.61
Digimon Adventure tri. 3: Kokuhaku,,,Movie,1.0,,,,,7.61
Eikoku Koi Monogatari Emma,,,TV,1.0,,,,,7.61
Feng Ling Yu Xiu 2nd Season,,,ONA,1.0,,,,,7.61
Free! Eternal Summer,,,TV,1.0,,,,,7.61
Fune wo Amu,,,TV,1.0,,,,,7.61
Fushigi Yuugi,,,TV,5.0,,,,,7.61
Gabriel DropOut Specials,,,Special,2.0,,,,,7.61
Gakkougurashi!,,,TV,1.0,,,,,7.61
Hakkenden: Touhou Hakken Ibun 2nd Season,,,TV,1.0,,,,,7.61
Jigoku Shoujo Mitsuganae,,,TV,2.0,,,,,7.61
Aikatsu Stars!,,,TV,1.0,,,,,7.60
Ani ni Tsukeru Kusuri wa Nai! 4,,,TV,1.0,,,,,7.60
Asobi Asobase Specials,,,Special,2.0,,,,,7.60
BanG Dream! Morfonication,,,Special,2.0,,,,,7.60
Bokura no,,,TV,2.0,,,,,7.60
Chrno Crusade,,,TV,2.0,,,,,7.60
Da Wang Rao Ming 2,,,ONA,1.0,,,,,7.60
Digimon Adventure Movie,,,Movie,1.0,,,,,7.60
Doraemon Movie 26: Nobita no Kyouryuu 2006,,,Movie,1.0,,,,,7.60
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,,,Movie,1.0,,,,,7.60
Fairy Tail: Final Series,,,TV,5.0,,,,,7.60
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,,,Movie,1.0,,,,,7.60
Free! Dive to the Future,,,TV,1.0,,,,,7.60
Free! Movie 1: Timeless Medley - Kizuna,,,Movie,1.0,,,,,7.60
Hellsing: Digest for Freaks,,,OVA,1.0,,,,,7.60
High School Fleet Movie,,,Movie,1.0,,,,,7.60
Huyao Xiao Hongniang: Yue Hong,,,ONA,1.0,,,,,7.60
Jigoku Shoujo,,,TV,2.0,,,,,7.60
Tegamibachi,,,TV,2.0,,,,,7.60
Toaru Hikuushi e no Tsuioku,,,Movie,1.0,,,,,7.60
Tonikaku Kawaii 2nd Season,,,TV,1.0,,,,,7.60
Top wo Nerae 2! Diebuster,,,OVA,6.0,,,,,7.60
White Album 2,,,TV,1.0,,,,,7.60
Yama no Susume Third Season,,,TV,1.0,,,,,7.60
Jungle wa Itsumo Hare nochi Guu Final,,,OVA,7.0,,,,,7.60
Junjou Romantica 3,,,TV,1.0,,,,,7.60
Kareshi Kanojo no Jijou,,,TV,2.0,,,,,7.60
Kimitachi wa Dou Ikiru ka,,,Movie,1.0,,,,,7.60
Kino no Tabi: The Beautiful World - The Animated Series,,,TV,1.0,,,,,7.60
Madogiwa no Totto-chan,,,Movie,1.0,,,,,7.60
Manga de Wakaru! Fate/Grand Order,,,TV,,,,,,7.60
Nurarihyon no Mago,,,TV,2.0,,,,,7.60
Ojamajo Carnival!!,,,ONA,1.0,,,,,7.60
Prison School,,,TV,1.0,,,,,7.60
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),,,TV,2.0,,,,,7.60
Kekkai Sensen,,,TV,1.0,,,,,7.59
Kekkaishi,,,TV,5.0,,,,,7.59
Kuroko no Basket: Mou Ikkai Yarimasen ka,,,Special,1.0,,,,,7.59
Mahoujin Guruguru,,,TV,4.0,,,,,7.59
Ongaku,,,Movie,1.0,,,,,7.59
Persona 3 the Movie 3: Falling Down,,,Movie,1.0,,,,,7.59
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,,,Movie,1.0,,,,,7.59
Akiba Meido Sensou,,,TV,1.0,,,,,7.59
Ashita no Nadja,,,TV,5.0,,,,,7.59
Chuuka Ichiban!,,,TV,5.0,,,,,7.59
Full Metal Panic!,,,TV,2.0,,,,,7.59
Hakuouki Movie 1: Kyoto Ranbu,,,Movie,1.0,,,,,7.59
Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,,,Movie,1.0,,,,,7.59
Hoshiai no Sora,,,TV,1.0,,,,,7.59
"Ima, Soko ni Iru Boku",,,TV,1.0,,,,,7.59
Shin Tennis no Oujisama vs. Genius 10,,,OVA,1.0,,,,,7.59
Shinigami Bocchan to Kuro Maid,,,TV,1.0,,,,,7.59
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,,,Movie,1.0,,,,,7.59
Soredemo Sekai wa Utsukushii,,,TV,1.0,,,,,7.59
Tennis no Oujisama: Another Story - Kako to Mirai no Message,,,OVA,4.0,,,,,7.59
Tensura Nikki: Tensei shitara Slime Datta Ken,,,TV,1.0,,,,,7.59
Uma Musume: Pretty Derby Season 3,,,TV,1.0,,,,,7.59
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,,,OVA,1.0,,,,,7.59
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,,,ONA,1.0,,,,,7.58
Shingeki no Kyojin: The Final Season Specials,,,Special,2.0,,,,,7.58
Shixiong A Shixiong,,,ONA,1.0,,,,,7.58
Sword Art Online: Alicization - War of Underworld,,,TV,1.0,,,,,7.58
Tensei shitara Slime Datta Ken: Coleus no Yume,,,ONA,3.0,,,,,7.58
Tianbao Fuyao Lu,,,ONA,1.0,,,,,7.58
Uchuu Kyoudai: Number Zero,,,Movie,1.0,,,,,7.58
World Trigger,,,TV,7.0,,,,,7.58
Yowamushi Pedal: Glory Line,,,TV,2.0,,,,,7.58
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,,,OVA,1.0,,,,,7.58
Kidou Butouden G Gundam,,,TV,4.0,,,,,7.58
Love Live! Sunshine!! 2nd Season,,,TV,1.0,,,,,7.58
Macross Δ Movie 2: Zettai Live!!!,,,Movie,1.0,,,,,7.58
Majin Tantei Nougami Neuro,,,TV,2.0,,,,,7.58
Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,,,TV,,,,,,7.58
Momo e no Tegami,,,Movie,1.0,,,,,7.58
Naruto: Shippuuden - Sunny Side Battle,,,Special,1.0,,,,,7.58
Ranma ½: Yomigaeru Kioku,,,OVA,2.0,,,,,7.58
Romeo x Juliet,,,TV,2.0,,,,,7.58
Saint Seiya: Meiou Hades Elysion-hen,,,OVA,6.0,,,,,7.58
Akudama Drive,,,TV,1.0,,,,,7.58
Arknights: Touin Kiro,,,TV,8.0,,,,,7.58
BanG Dream! 2nd Season,,,TV,1.0,,,,,7.58
Black Jack (TV),,,TV,6.0,,,,,7.58
Boku no Hero Academia the Movie 3: World Heroes' Mission,,,Movie,1.0,,,,,7.58
Candy Candy,,,TV,1.0,,,,,7.58
Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,,,OVA,1.0,,,,,7.58
Date A Bullet: Dead or Bullet,,,Movie,1.0,,,,,7.58
Diamond no Ace OVA,,,OVA,3.0,,,,,7.58
"Fuufu Ijou, Koibito Miman.",,,TV,1.0,,,,,7.58
Hakuouki: Sekkaroku,,,OVA,6.0,,,,,7.58
Hana yori Dango,,,TV,5.0,,,,,7.58
Hirano to Kagiura,,,Movie,1.0,,,,,7.58
Initial D Battle Stage,,,OVA,1.0,,,,,7.58
Initial D: Project D to the Next Stage - Project D e Mukete,,,Special,1.0,,,,,7.58
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,,,OVA,3.0,,,,,7.57
Ao Haru Ride OVA,,,OVA,2.0,,,,,7.57
Ao no Exorcist Movie,,,Movie,1.0,,,,,7.57
Birdie Wing: Golf Girls' Story Season 2,,,TV,1.0,,,,,7.57
Bishoujo Senshi Sailor Moon Eternal Movie 1,,,Movie,1.0,,,,,7.57
COLORs,,,ONA,1.0,,,,,7.57
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,,,TV,,,,,,7.57
Fairy Tail,,,TV,1.0,,,,,7.57
Fukigen na Mononokean Tsuzuki,,,TV,1.0,,,,,7.57
Full Metal Panic! Invisible Victory,,,TV,1.0,,,,,7.57
Ga-Rei: Zero,,,TV,1.0,,,,,7.57
GetBackers,,,TV,4.0,,,,,7.57
Giji Harem,,,TV,1.0,,,,,7.57
Gokushufudou Season 2,,,ONA,5.0,,,,,7.57
Hourou Musuko Specials,,,Special,2.0,,,,,7.57
Strike Witches Movie,,,Movie,1.0,,,,,7.57
Sword Art Online: Alicization,,,TV,2.0,,,,,7.57
Tada-kun wa Koi wo Shinai,,,TV,1.0,,,,,7.57
Tsubasa Chronicle 2nd Season,,,TV,2.0,,,,,7.57
Ushio to Tora (TV),,,TV,2.0,,,,,7.57
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,,,OVA,1.0,,,,,7.57
Wonder Egg Priority,,,TV,1.0,,,,,7.57
Yume-iro Pâtissière SP Professional,,,TV,1.0,,,,,7.57
Yuru Camp△ Specials,,,Special,3.0,,,,,7.57
Yuuki Bakuhatsu Bang Bravern,,,TV,1.0,,,,,7.57
Majo Minarai wo Sagashite,,,Movie,1.0,,,,,7.57
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,,,Movie,1.0,,,,,7.57
Senpai ga Uzai Kouhai no Hanashi,,,TV,1.0,,,,,7.57
Kami no Tou,,,TV,1.0,,,,,7.56
Kara no Kyoukai Movie 1: Fukan Fuukei,,,Movie,1.0,,,,,7.56
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,,,Movie,1.0,,,,,7.56
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,,,Movie,1.0,,,,,7.56
Kubo-san wa Mob wo Yurusanai,,,TV,1.0,,,,,7.56
Log Horizon 2nd Season,,,TV,2.0,,,,,7.56
Majo no Tabitabi,,,TV,1.0,,,,,7.56
MF Ghost,,,TV,1.0,,,,,7.56
Modern Love Tokyo: Kare ga Kanaderu Futari no Shirabe,,,ONA,1.0,,,,,7.56
Nanatsu no Taizai: Imashime no Fukkatsu,,,TV,2.0,,,,,7.56
New Game!,,,TV,1.0,,,,,7.56
Nisekoi,,,TV,2.0,,,,,7.56
Noein: Mou Hitori no Kimi e,,,TV,2.0,,,,,7.56
One Piece: Episode of Luffy - Hand Island no Bouken,,,TV,,,,,,7.56
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,,,OVA,1.0,,,,,7.56
Pokemon: Mezase Pokemon Master,,,TV,1.0,,,,,7.56
Pretty Rhythm: Rainbow Live,,,TV,5.0,,,,,7.56
Radiant 2nd Season,,,TV,2.0,,,,,7.56
Runway de Waratte,,,TV,1.0,,,,,7.56
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,,,TV,1.0,,,,,7.56
Senjou no Valkyria,,,TV,2.0,,,,,7.56
Aa! Megami-sama! Tatakau Tsubasa,,,TV,,,,,,7.56
Ajin Part 2,,,TV,1.0,,,,,7.56
Arakawa Under the Bridge,,,TV,1.0,,,,,7.56
Baka to Test to Shoukanjuu: Matsuri,,,OVA,2.0,,,,,7.56
Byousoku 5 Centimeter,,,Movie,3.0,,,,,7.56
Di Yi Xulie,,,ONA,1.0,,,,,7.56
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,,,Movie,1.0,,,,,7.56
Doraemon Movie 40: Nobita no Shin Kyouryuu,,,Movie,1.0,,,,,7.56
Dragon Ball Super: Super Hero,,,Movie,1.0,,,,,7.56
Dragon Quest: Dai no Daibouken (TV),,,TV,4.0,,,,,7.56
Free! Dive to the Future - Soushun no Build-up!,,,Special,1.0,,,,,7.56
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,,,Special,1.0,,,,,7.56
Heya Camp△: Sauna to Gohan to Sanrin Bike,,,Special,1.0,,,,,7.56
Higashi no Eden Movie II: Paradise Lost,,,Movie,1.0,,,,,7.56
Higashi no Eden: Air Communication,,,Movie,1.0,,,,,7.56
Hokuto no Ken 2,,,TV,4.0,,,,,7.56
Hokuto no Ken: Raoh Gaiden Gekitou-hen,,,Movie,1.0,,,,,7.56
InuYasha Movie 1: Toki wo Koeru Omoi,,,Movie,1.0,,,,,7.56
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,,,OVA,2.0,,,,,7.56
Sword Art Online Movie: Ordinal Scale,,,Movie,1.0,,,,,7.56
Tales of Vesperia: The First Strike,,,Movie,1.0,,,,,7.56
Tamayura: More Aggressive,,,TV,1.0,,,,,7.56
Totsukuni no Shoujo,,,OVA,1.0,,,,,7.56
Totsukuni no Shoujo (2022),,,OVA,1.0,,,,,7.56
Towa no Quon 6: Towa no Quon,,,Movie,1.0,,,,,7.56
Yama no Susume Second Season,,,TV,2.0,,,,,7.56
"Yondemasu yo, Azazel-san.",,,OVA,4.0,,,,,7.56
Yowamushi Pedal Movie,,,Movie,1.0,,,,,7.56
Yuru Yuri,,,TV,1.0,,,,,7.56
Zhen Hun Jie,,,ONA,2.0,,,,,7.56
Shakugan no Shana II (Second),,,TV,2.0,,,,,7.55
Shoukoku no Altair,,,TV,2.0,,,,,7.55
Shuumatsu no Walküre II Part 2,,,ONA,5.0,,,,,7.55
Tsurezure Children,,,TV,1.0,,,,,7.55
UFO Robo Grendizer,,,TV,7.0,,,,,7.55
K: Return of Kings,,,TV,1.0,,,,,7.55
Kidou Keisatsu Patlabor the Movie,,,Movie,1.0,,,,,7.55
Kidou Keisatsu Patlabor: New OVA,,,OVA,1.0,,,,,7.55
Kiniro Mosaic: Thank You!!,,,Movie,1.0,,,,,7.55
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,,,Special,1.0,,,,,7.55
Konjiki no Gash Bell!!,,,TV,1.0,,,,,7.55
Mahou Sensei Negima!: Mou Hitotsu no Sekai,,,OVA,4.0,,,,,7.55
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,,,OVA,3.0,,,,,7.55
Moyashimon,,,TV,1.0,,,,,7.55
No.6,,,TV,1.0,,,,,7.55
Nodame Cantabile Finale OVA,,,OVA,1.0,,,,,7.55
Planetarian: Chiisana Hoshi no Yume,,,ONA,5.0,,,,,7.55
Pokemon (2019),,,TV,1.0,,,,,7.55
Re:Creators,,,TV,2.0,,,,,7.55
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,,,Movie,1.0,,,,,7.55
Seitokai Yakuindomo,,,TV,1.0,,,,,7.55
Sengoku Basara Movie: The Last Party,,,Movie,1.0,,,,,7.55
Angel Beats! Specials,,,Special,2.0,,,,,7.55
Biao Ren: Blades of the Guardians,,,ONA,1.0,,,,,7.55
Chuunibyou demo Koi ga Shitai! Ren,,,TV,1.0,,,,,7.55
Deaimon,,,TV,1.0,,,,,7.55
Durarara!!x2 Ketsu: Dufufufu!!,,,Special,1.0,,,,,7.55
Fairy Tail Movie 2: Dragon Cry,,,Movie,1.0,,,,,7.55
Gugure! Kokkuri-san,,,TV,1.0,,,,,7.55
Hakuouki: Hekketsuroku,,,TV,1.0,,,,,7.55
Hanhua Riji 2nd Season,,,ONA,1.0,,,,,7.55
Hataraku Saibou,,,TV,1.0,,,,,7.55
InuYasha Movie 4: Guren no Houraijima,,,Movie,1.0,,,,,7.55
Isekai Nonbiri Nouka,,,TV,1.0,,,,,7.55
Aa! Megami-sama! Movie,,,Movie,1.0,,,,,7.54
Aa! Megami-sama! Sorezore no Tsubasa,,,TV,2.0,,,,,7.54
Afro Samurai Movie,,,Movie,1.0,,,,,7.54
Aikatsu! Movie,,,Movie,1.0,,,,,7.54
Baki: Dai Raitaisai-hen,,,ONA,1.0,,,,,7.54
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,,,Movie,1.0,,,,,7.54
Chiyu Mahou no Machigatta Tsukaikata,,,TV,1.0,,,,,7.54
Da Wang Rao Ming,,,ONA,1.0,,,,,7.54
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,,,TV,1.0,,,,,7.54
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,,,ONA,4.0,,,,,7.54
Garo Movie: Divine Flame,,,Movie,1.0,,,,,7.54
Gensoumaden Saiyuuki,,,TV,5.0,,,,,7.54
Ginga Tetsudou 999 (Movie),,,Movie,1.0,,,,,7.54
Gokushufudou Part 2,,,ONA,5.0,,,,,7.54
Higashi no Eden Movie I: The King of Eden,,,Movie,1.0,,,,,7.54
Hungry Heart: Wild Striker,,,TV,5.0,,,,,7.54
Shin Tennis no Oujisama,,,TV,1.0,,,,,7.54
Sora no Otoshimono: Tokeijikake no Angeloid,,,Movie,1.0,,,,,7.54
The Fable,,,TV,2.0,,,,,7.54
To LOVE-Ru Darkness 2nd Specials,,,Special,2.0,,,,,7.54
Uchuu Senkan Yamato,,,TV,2.0,,,,,7.54
Utawarerumono Specials,,,Special,6.0,,,,,7.54
Wakakusa Monogatari: Nan to Jo-sensei,,,TV,4.0,,,,,7.54
Wanneng Lian Ai Zahuo Dian,,,ONA,1.0,,,,,7.54
Watashi ni Tenshi ga Maiorita! Precious Friends,,,Movie,1.0,,,,,7.54
"Yondemasu yo, Azazel-san. Z",,,TV,1.0,,,,,7.54
Kaitou Saint Tail,,,TV,4.0,,,,,7.54
Kakuriyo no Yadomeshi,,,TV,2.0,,,,,7.54
Kara no Kyoukai Remix: Gate of Seventh Heaven,,,Movie,1.0,,,,,7.54
"Lupin III: Episode 0 ""First Contact""",,,TV,,,,,,7.54
Minami-ke Okaeri,,,TV,1.0,,,,,7.54
Mutsu Enmei Ryuu Gaiden: Shura no Toki,,,TV,2.0,,,,,7.54
Nijuu Mensou no Musume,,,TV,2.0,,,,,7.54
Penguin Highway,,,Movie,1.0,,,,,7.54
Perrine Monogatari,,,TV,5.0,,,,,7.54
Sakamoto desu ga?,,,TV,1.0,,,,,7.54
Kanojo ga Koushaku-tei ni Itta Riyuu,,,TV,1.0,,,,,7.53
Karakai Jouzu no Takagi-san: Water Slide,,,OVA,1.0,,,,,7.53
Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,,,TV,1.0,,,,,7.53
Kidou Senshi Gundam 00 Special Edition,,,OVA,3.0,,,,,7.53
Kindaichi Shounen no Jikenbo Returns,,,TV,2.0,,,,,7.53
Koukyuu no Karasu,,,TV,1.0,,,,,7.53
Mahou Shoujo Lyrical Nanoha: Detonation,,,Movie,1.0,,,,,7.53
Mashiro no Oto,,,TV,1.0,,,,,7.53
Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,,,TV,,,,,,7.53
Net-juu no Susume,,,TV,1.0,,,,,7.53
One Punch Man 2nd Season,,,TV,1.0,,,,,7.53
Patapata Hikousen no Bouken,,,TV,2.0,,,,,7.53
Persona 3 the Movie 1: Spring of Birth,,,Movie,1.0,,,,,7.53
Princess Principal: Crown Handler Movie 1,,,Movie,1.0,,,,,7.53
Ragna Crimson,,,TV,2.0,,,,,7.53
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,,,Movie,1.0,,,,,7.53
Saki Achiga-hen: Episode of Side-A Specials,,,Special,4.0,,,,,7.53
Amaama to Inazuma,,,TV,1.0,,,,,7.53
Basilisk: Kouga Ninpou Chou,,,TV,2.0,,,,,7.53
Black Jack 21,,,TV,1.0,,,,,7.53
Boku no Hero Academia the Movie 1: Futari no Hero,,,Movie,1.0,,,,,7.53
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,,,Special,1.0,,,,,7.53
Demi-chan wa Kataritai,,,TV,1.0,,,,,7.53
